title,date,content,category,link
[2024.09.01.부] [상담] 진로·취업 상담 신청 방법 안내,2024/09/03 17:06,,취업공지,https://www.hannam.ac.kr/kor/community/community_01_4.html?pPostNo=190432&pPageNo=1&pRowCount=30&isGongjiPostList=Y
★재학생 맞춤형 고용서비스 빌드업 / 접프업 프로젝트 및 참여 방법 안내★,2024/08/12 15:10,"안녕하세요
한남대학교 대학일자리플러스센터(취업지원팀)에서는 2024학년도 재학생 맞춤형 고용서비스 사업을 운영 중 입니다.

본 사업은 저학년 대상 빌드업 프로젝트, 고학년 대상 점프업 프로젝트로 나누어 운영 중에 있습니다.

점프업 프로젝트의 경우 월 최대 20만원, 년 최대 100만원의 수당의 혜택까지 있으니
많은 관심과 참여 부탁드립니다.",취업공지,https://www.hannam.ac.kr/kor/community/community_01_4.html?pPostNo=189955&pPageNo=1&pRowCount=30&isGongjiPostList=Y
[학자금대출_사립학교교직원연금공단] 사립학교 교직원 연금공단 생활자금 및 국고학자금대여 인터넷 접수 시간 변경안내,2024/09/25 15:34,,장학공지,https://www.hannam.ac.kr/kor/community/community_01_8.html?pPostNo=190745&pPageNo=1&pRowCount=30&isGongjiPostList=Y
[교외장학] (~10/25 18:00) 2024년 하반기 (재)논산시장학회 학업장려 장학생 신청 안내,2024/09/24 11:11,"안녕하세요. 한남대학교 장학팀 입니다.

재단법인 논산시장학회에서 붙임과 같이 하반기 장학생을 선발합니다.
관심있는 학생들의 많은 신청을 부탁드립니다.
세부사항은 붙임문서를 참고하시기 바랍니다. 
○ 문의사항 : 논산시청 인구청년교육과 교육지원팀(041-746-5773) / 장학팀(042-629-8355)",장학공지,https://www.hannam.ac.kr/kor/community/community_01_8.html?pPostNo=190720&pPageNo=1&pRowCount=30&isGongjiPostList=Y
[교외장학] (~10/4 18:00) 2024년 세종시 하반기 장학생 선발 안내,2024/09/20 16:58,,장학공지,https://www.hannam.ac.kr/kor/community/community_01_8.html?pPostNo=190692&pPageNo=1&pRowCount=30&isGongjiPostList=Y
[교외장학] (~9/30 18:00) 2024년 서구인재육성장학재단 장학생 신청 안내,2024/09/20 16:45,,장학공지,https://www.hannam.ac.kr/kor/community/community_01_8.html?pPostNo=190690&pPageNo=1&pRowCount=30&isGongjiPostList=Y
[취업연계] 2024-2학기 취업연계중점대학 희망근로지 추가 신청 안내,2024/09/19 16:45,,장학공지,https://www.hannam.ac.kr/kor/community/community_01_8.html?pPostNo=190670&pPageNo=1&pRowCount=30&isGongjiPostList=Y
[교외장학] (~9/26 18:00) 2024년 2학기 다다익산 장학생 신청 안내,2024/09/13 9:55,"안녕하세요. 한남대학교 장학팀 입니다.
재단법인 익산사랑장학재단에서 관내 다자녀가정에 대한 교육비 경감을 위해 5자녀 이상 가구 대학생을 대상으로 2024년 2학기 다다익산 장학생을 선발합니다.
관심있는 학생들의 많은 신청을 부탁드립니다.

○ 신청기간 : 2024. 9. 20.(금) ~ 9. 26.(목) 18:00까지
○ 선발대상 : 관내 5자녀 이상 가구 대학교 재학생
○ 지급금액 : 1인 학기당 100만원 ※학기별 신청
○ 신청방법 : 익산시청 교육청소년과 방문신청(익산시 선화로 255, 국민생활관 2층)
○ 문    의 : (재)익산사랑장학재단 063)859-5820, 5159 / 장학팀 042-629-8355
※ 기타 자세한 사항은 (재)익산사랑장학재단 홈페이지 공고문을 참고하시기 바랍니다.
○ 홈페이지 : https://www.ilsaf.or.kr/",장학공지,https://www.hannam.ac.kr/kor/community/community_01_8.html?pPostNo=190620&pPageNo=1&pRowCount=30&isGongjiPostList=Y
[교외장학] (10/11) 2024년 국가유산진흥원 전통 기·예능 분야 및 매장유산 관련 분야 우수 장학생 신청 안내,2024/09/10 17:45,"안녕하세요. 한남대학교 장학팀 입니다.
국가유산진흥원에서 전통 기·예능, 매장유산 관련 분야의 국내 우수학생에 대해 장학금을 지원하는 장학사업을 운영하고 있습니다.
이에 붙임과 같이 장학생을 선발할 예정이오니 관심있는 학생들의 많은 신청을 부탁드립니다.
자세한 내용은 붙임의 내용을 반드시 참고하여 주시기 바랍니다.
○ 신청자격 : 전통 기·예능 분야 및 매장유산 관련 분야 전공자로 성적이 우수하며(전체학기 성적평점 4.5만점 기준 3.0 이상), 학교생활이 모범적인 2학년 이상 재학 중인 대학생
○ 국가 또는 타 기관(단체)로부터 장학금 중복수혜를 받지 않는 대학생(2024-2학기 기준)
○ 지원내용 : 1인당 장학금 150만원 지원 / 진흥원 문화행사 초청 및 간행물·문화상품 등 지원
○ 신청기간 : 2024. 9. 23.(월) ~ 10. 11.(금) / 10. 29.(화) 발표예정
○ 문의 :  국가유산진흥원 안전관리실 운영관리팀(02-3011-2160~2161) / 장학팀(042-629-8355)",장학공지,https://www.hannam.ac.kr/kor/community/community_01_8.html?pPostNo=190560&pPageNo=1&pRowCount=30&isGongjiPostList=Y
"[홍보] 제32기 미래에셋 해외교환 장학생 선발요강 안내
",2024/09/10 13:58,,장학공지,https://www.hannam.ac.kr/kor/community/community_01_8.html?pPostNo=190545&pPageNo=1&pRowCount=30&isGongjiPostList=Y
